,Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,district_class
2918,1150000,450.0,95,2,1,0,1,0,0,0,B
2919,580000,465.0,60,1,2,1,1,0,0,1,B
2920,1500000,2046.0,178,4,5,3,1,0,0,0,B
2921,1075000,650.0,77,2,2,1,2,1,1,1,B
2922,850000,716.0,90,2,2,1,1,0,0,0,B
2923,749000,1300.0,77,1,2,1,1,0,1,1,B
2924,630000,850.0,74,2,1,0,1,0,0,0,B
2925,320000,660.0,113,3,1,0,1,0,0,0,B
2926,800000,800.0,66,3,2,1,1,0,0,1,B
2927,310000,500.0,46,1,1,0,0,0,0,0,B
2928,265000,315.0,35,1,1,0,0,0,0,0,B
2929,150000,518.0,32,1,1,0,0,0,0,0,B
2930,330000,550.0,42,1,2,0,1,0,0,0,B
2931,382000,200.0,68,1,1,0,0,0,0,0,B
2932,430000,611.0,42,1,1,0,1,0,0,1,B
2933,450000,420.0,50,2,1,0,1,0,0,1,C
2934,489000,518.0,53,2,1,0,1,0,0,0,B
2935,435000,381.0,83,2,2,0,0,0,0,0,B
2936,250000,333.1764504441798,46,1,1,0,1,0,0,0,B
2937,477000,400.0,74,2,1,0,1,0,0,0,B
2938,550000,800.0,43,1,2,1,1,0,0,1,B
2939,285000,452.0,53,2,1,0,0,1,0,0,B
2940,495000,450.0,70,2,1,0,0,0,0,0,B
2941,240000,350.0,40,1,1,0,0,0,0,0,B
2942,1100000,1200.0,126,3,2,1,1,0,0,0,B
2943,1400000,1220.0,159,3,2,1,2,0,0,1,B
2944,500000,714.0,62,2,1,0,1,0,0,0,B
2945,235000,350.0,35,1,1,0,1,0,0,0,B
2946,200000,339.0,30,1,1,0,0,0,0,0,B
2947,517000,710.0,48,1,1,0,1,1,0,1,B
2948,270000,260.0,50,2,1,0,0,0,0,0,B
2949,560000,643.0,61,2,1,0,1,1,0,1,B
2950,985000,1400.0,144,3,2,1,1,0,0,0,B
2951,905000,1530.0,107,3,3,0,1,0,0,0,B
2952,376000,380.0,36,1,2,1,1,0,0,1,B
2953,330000,560.0,59,2,1,0,1,0,0,0,B
2954,660000,710.0,53,1,1,0,1,0,0,0,B
2955,450000,673.3814635351811,98,2,1,0,0,0,0,0,C
2956,360000,400.0,104,3,3,2,0,0,1,0,C
2957,550000,1200.0,178,3,2,1,1,1,0,0,C
2958,650000,1800.0,294,3,2,1,1,0,0,0,C
2959,510000,702.0,137,3,1,0,1,0,0,0,C
2960,368000,480.0,52,2,1,0,1,0,1,1,C
2961,330000,750.0,90,2,2,0,0,0,0,0,C
2962,381000,500.0,50,2,1,0,1,0,0,1,C
2963,450000,1020.0,129,3,2,1,1,0,0,0,C
2964,380000,619.0,101,2,1,0,1,0,0,0,C
2965,395000,1023.0,72,3,2,0,1,0,0,0,C
2966,300000,633.0,120,3,2,0,1,0,0,0,C
2967,340000,250.0,70,2,1,0,0,0,0,0,C
2968,370000,450.0,45,2,1,0,1,0,1,1,C
2969,270000,463.0,50,1,1,0,0,1,0,0,C
2970,430000,750.0,80,2,1,0,1,0,0,0,C
2971,460000,600.0,57,2,2,1,1,0,0,0,C
2972,250000,463.0,48,1,1,0,1,0,0,0,C
2973,680000,680.0,97,3,3,2,2,0,1,1,C
2974,680000,800.0,97,3,2,1,2,0,0,1,C
2975,610000,400.0,69,2,2,1,2,1,0,1,C
2976,420000,540.0,62,3,2,1,1,0,1,1,C
2977,600000,1000.0,149,3,1,0,0,0,0,0,C
2978,360000,520.0,44,2,1,0,1,1,0,1,C
2979,450000,636.0,67,3,2,1,2,0,1,1,C
2980,730000,700.0,97,3,2,1,2,1,0,1,C
2981,700000,750.0,96,2,3,2,2,0,0,1,C
2982,1110000,950.0,140,3,2,1,2,0,1,1,C
2983,550000,1554.0,233,4,1,0,1,0,0,0,C
2984,410000,460.0,58,2,2,1,1,0,0,1,C
2985,395000,560.0,53,2,1,0,1,1,0,0,C
2986,395000,609.0,58,2,2,1,2,0,0,1,C
2987,1000000,1650.0,235,4,1,0,1,0,0,0,C
2988,489000,630.0,67,2,2,1,1,1,0,1,C
2989,430000,661.8363528740017,98,2,1,0,0,0,0,0,C
2990,205900,250.0,30,1,1,0,0,0,0,0,C
2991,420000,800.0,118,3,2,0,0,0,0,0,C
2992,561000,450.0,69,2,2,1,1,0,0,1,C
2993,400000,725.0,118,3,1,0,0,1,0,0,C
2994,400000,900.0,111,2,1,0,0,1,0,0,C
2995,400000,685.0,164,3,1,0,1,0,0,0,C
2996,510000,638.0,70,2,2,1,2,1,0,0,C
2997,690000,993.4547928563856,140,3,1,0,0,0,0,0,C
2998,445000,500.0,62,3,2,1,1,1,0,0,C
2999,650000,650.0,80,2,2,0,0,1,0,0,C
3000,720000,700.0,97,3,2,1,2,0,0,1,C
3001,395000,1023.0,72,3,2,0,1,1,0,0,C
3002,470000,468.8170487355839,48,2,1,0,1,0,1,1,C
3003,300000,280.0,58,2,1,0,0,0,0,0,C
3004,420000,550.0,62,3,2,1,1,1,0,0,C
3005,381761,504.32440793830415,68,2,2,1,1,0,0,0,C
3006,550000,460.0,69,2,2,1,1,0,1,1,C
3007,540000,700.0,69,2,2,1,2,0,0,1,C
3008,700000,700.0,97,3,2,1,2,0,0,1,C
3009,650000,1195.0,180,3,1,0,1,1,0,0,C
3010,300000,25.0,50,1,1,0,0,0,0,0,C
3011,410000,782.0,100,2,1,0,0,0,0,0,C
3012,360000,439.8964641728216,56,1,2,1,1,0,0,0,C
3013,461000,400.0,70,2,2,1,1,0,0,1,C
3014,680000,600.0,97,3,2,1,2,0,0,1,C
3015,870000,1830.0,300,3,4,0,1,0,0,0,C
3016,325000,450.0,55,2,1,0,1,0,0,1,C
3017,480000,220.0,67,3,2,1,2,1,0,1,C
3018,1100000,2250.0,220,4,2,1,2,0,0,0,C
3019,672000,792.8878108558408,96,3,2,1,2,0,0,0,C
3020,450000,580.0,58,2,2,1,1,0,1,1,C
3021,954000,875.0,201,3,2,1,1,0,0,0,C
3022,740000,730.0,96,3,2,1,2,0,0,1,C
3023,360000,530.0,47,2,1,0,1,1,0,1,C
3024,350000,399.54638476850766,48,2,1,0,1,1,0,1,C
3025,450000,960.0,107,3,1,0,1,0,0,0,C
3026,207000,380.0,36,1,1,0,0,0,0,0,C
3027,410000,942.0,109,2,1,0,1,0,0,0,C
3028,800000,1500.0,200,3,1,0,1,0,0,0,C
3029,530000,1554.0,233,3,1,0,1,1,0,0,C
3030,500000,530.0,100,3,1,0,0,1,0,0,C
3031,345000,550.0,62,3,2,1,1,0,0,1,C
3032,290000,382.19981482183175,52,1,1,0,0,0,0,0,C
3033,380000,550.0,49,2,1,0,1,0,0,1,C
3034,479000,570.0,58,2,2,1,1,1,0,1,C
3035,700000,700.0,96,3,2,1,2,0,0,1,C
3036,169002,150.0,44,2,1,0,1,0,0,0,C
3037,169000,190.0,40,2,1,0,1,0,0,0,C
3038,379000,450.0,57,2,1,0,1,0,0,1,C
3039,169001,150.0,44,2,1,0,1,0,0,0,D
3040,340000,360.0,57,2,1,0,1,0,0,1,C
3041,280000,527.0,48,2,1,0,1,0,0,0,C
3042,525000,639.0,73,3,2,1,1,0,1,1,C
3043,290000,420.0,56,2,1,0,1,1,0,0,C
3044,195000,362.0,45,1,1,0,0,0,0,0,C
3045,185000,330.0,33,1,2,1,0,1,0,0,C
3046,285000,292.86972697222626,32,1,1,0,1,0,0,1,C
3047,183000,264.2449961647202,39,2,1,0,0,1,0,0,C
3048,320000,650.0,53,2,1,0,1,0,0,1,C
3049,276000,420.0,51,2,1,0,0,0,0,0,C
3050,258000,294.5725896164962,36,1,1,0,1,0,0,0,C
3051,525000,650.0,71,3,2,1,1,0,0,1,C
3052,380000,425.50843177870775,50,2,1,0,1,1,1,0,C
3053,383000,457.4955319423934,57,2,1,0,1,0,0,1,C
3054,376600,368.0,57,2,1,0,1,1,0,1,C
3055,380000,453.0,63,2,1,0,1,0,0,1,C
3056,371000,622.0,62,2,1,0,1,0,0,0,C
3057,238400,350.0,31,1,1,0,1,0,0,1,C
3058,340000,334.0,62,3,1,0,1,0,0,0,C
3059,350000,416.8351468053698,52,2,1,0,1,0,0,0,C
3060,450000,500.0,100,2,2,1,1,0,0,1,C
3061,169000,150.0,39,2,1,0,0,1,0,0,D
3062,368000,458.0,66,2,2,1,0,0,0,1,C
3063,287000,130.0,84,2,1,0,0,1,0,0,C
3064,380000,350.0,46,1,1,0,1,0,0,1,C
3065,362000,460.0,50,2,1,0,1,1,0,0,C
3066,450000,785.0,73,2,1,0,1,0,0,0,C
3067,400000,400.0,68,3,2,1,1,0,0,1,C
3068,399990,400.0,40,1,2,1,1,0,0,1,C
3069,380000,481.69690839850966,63,2,2,1,1,0,0,1,C
3070,203780,200.0,38,2,1,0,0,0,0,1,C
3071,199000,276.0,32,1,1,0,0,0,0,0,C
3072,219990,350.0,33,1,1,0,0,0,0,0,C
3073,259800,345.0,35,1,1,0,1,0,1,0,C
3074,920368,1250.0,123,3,2,1,2,0,0,1,D
3075,350000,442.768289860663,58,2,1,0,1,0,0,0,C
3076,350000,399.54638476850766,48,2,1,0,1,1,0,0,C
3077,228000,350.0,31,1,1,0,1,1,0,0,C
3078,292000,335.8102302865788,41,1,1,0,0,0,0,1,C
3079,381700,400.0,57,1,1,0,1,0,0,1,C
3080,300000,420.0,50,2,1,0,1,0,0,0,C
3081,620000,497.0,68,2,1,0,1,0,0,0,B
3082,335000,283.0,35,1,1,0,0,0,0,0,B
3083,477000,398.0,39,1,1,0,1,0,0,1,B
3084,500000,420.0,65,1,1,0,0,0,0,0,B
3085,405000,475.0,37,1,1,0,1,0,0,1,B
3086,400000,500.0,50,2,1,0,1,0,0,0,B
3087,1570000,1900.0,135,3,2,1,1,1,0,0,B
3088,420000,440.0,64,1,2,0,0,0,1,0,B
3089,620000,690.0,85,2,1,0,1,0,1,0,B
3090,340000,1790.0,48,1,2,1,1,0,1,0,B
3091,585000,500.0,49,1,1,0,1,0,0,1,B
3092,1700000,2850.0,227,3,1,0,1,0,0,0,B
3093,745000,865.0,99,3,2,0,1,0,0,0,B
3094,770000,1250.0,103,2,3,1,1,0,0,0,B
3095,450000,440.0,56,1,1,0,0,0,0,0,B
3096,410000,749.0,38,1,2,1,1,0,1,0,B
3097,600000,800.0,84,2,1,0,0,1,0,0,B
3098,880000,970.0,48,1,1,0,1,0,0,1,B
3099,1050000,1227.0,177,4,2,0,2,1,0,0,B
3100,320000,520.0,45,2,1,0,0,1,0,0,B
3101,590000,1082.0,86,3,1,0,1,0,0,0,B
3102,732000,480.0,60,1,1,0,1,0,0,0,B
3103,840000,1256.0,124,2,2,1,1,1,0,0,B
3104,851063,570.0,54,1,1,0,1,0,0,0,B
3105,500000,500.0,50,1,1,0,1,0,0,0,B
3106,918550,536.0,67,1,1,0,1,0,0,0,B
3107,690000,1.0,110,2,1,0,1,0,0,0,B
3108,565000,484.0,57,2,1,0,0,0,0,0,B
3109,530000,760.0,52,1,1,0,1,0,0,0,B
3110,690000,577.0,56,1,1,0,2,0,0,1,B
3111,600000,340.0,42,1,2,1,1,0,1,1,B
3112,760000,500.0,70,2,1,0,0,0,1,0,B
3113,2000000,4370.0,140,3,2,1,2,0,0,1,B
3114,395000,440.0,65,1,2,0,0,0,0,0,B
3115,380000,749.0,38,1,2,1,1,1,0,0,C
3116,294850,350.0,44,1,2,1,0,0,0,1,B
3117,850000,1063.0,90,3,2,1,1,0,0,0,B
3118,400000,650.0,40,1,1,0,1,0,0,0,B
3119,500000,575.0,70,2,1,0,0,0,1,0,B
3120,780000,1400.0,108,3,2,1,1,0,1,0,B
3121,364000,360.0,44,1,2,1,1,0,0,1,B
3122,305000,460.0,38,1,1,0,0,0,0,0,B
3123,750000,900.0,90,2,2,1,1,1,1,0,B
3124,490000,475.0,37,1,1,0,1,1,1,0,B
3125,845000,949.0,80,2,3,2,1,1,0,0,B
3126,430000,700.0,46,1,1,0,1,1,0,1,B
3127,680000,846.0,55,2,2,1,2,0,0,1,B
3128,4750000,2200.0,306,4,5,4,3,0,0,0,B
3129,1900000,1479.0,159,4,4,3,2,0,0,1,B
3130,650000,334.0,52,1,1,0,1,0,0,1,B
3131,530000,340.0,35,1,2,1,1,0,1,1,B
3132,4224000,3725.026328161264,300,2,3,2,2,0,0,0,B
3133,630000,574.1445055526654,51,1,1,0,1,0,0,0,B
3134,849000,1200.0,95,1,2,1,2,0,1,1,B
3135,5000000,4278.0,310,3,2,1,2,0,0,1,B
3136,742000,527.0,53,2,1,0,1,0,0,1,B
3137,595000,623.0,91,3,1,0,0,0,0,0,B
3138,1300000,540.0,75,3,2,1,1,0,0,1,B
3139,4790000,2670.0,290,4,3,2,2,0,0,0,B
3140,420000,379.443604953618,34,1,1,0,1,0,0,0,B
3141,620000,480.0,51,2,1,0,1,0,0,1,B
3142,1756000,1300.0,140,3,2,0,2,0,0,0,B
3143,450000,700.0,55,1,1,0,0,0,0,0,B
3144,252000,342.9753425287288,48,2,1,0,1,0,0,1,B
3145,280000,602.0,50,1,1,0,0,0,0,0,B
3146,310000,602.0,50,1,1,0,0,0,1,0,B
3147,280000,432.0,46,1,1,0,1,0,0,1,B
3148,480000,450.0,51,2,1,0,1,0,0,1,B
3149,606320,620.9857616588464,65,2,2,1,1,0,0,0,B
3150,270000,394.0,55,2,1,0,0,0,0,0,B
3151,226000,271.7782220493937,35,1,1,0,0,1,0,0,B
3152,690000,1833.0,75,3,2,1,2,0,0,1,B
3153,350000,429.8017183330164,55,3,2,1,1,0,0,0,B
3154,430000,402.5049223210698,38,1,1,0,1,0,0,0,B
3155,320000,400.0,56,1,1,0,1,0,0,0,B
3156,750000,716.8924081764055,68,2,2,1,1,0,0,0,B
3157,189000,259.064148344643,37,2,1,0,0,1,0,1,B
3158,189000,259.064148344643,37,2,1,0,0,1,0,1,B
3159,795000,950.0,75,3,1,0,2,0,0,1,B
3160,300000,400.0,45,2,2,1,1,0,0,1,B
3161,265000,553.0,36,1,1,0,0,0,0,0,B
3162,525000,380.0,33,1,2,1,1,0,0,1,B
3163,489000,412.0,38,1,1,0,1,1,0,1,B
3164,281748,316.92563503401163,38,1,1,0,1,0,0,1,B
3165,300000,450.0,45,2,1,0,1,0,1,0,B
3166,1150000,1068.8159556580276,96,2,2,1,3,0,0,0,B
3167,299000,400.0,45,2,2,1,1,0,0,1,B
3168,240000,358.0,55,1,1,0,0,0,1,0,B
3169,750000,780.0,78,2,1,0,1,0,1,0,B
3170,189001,180.0,37,2,1,0,0,0,0,1,B
3171,1200000,1410.0,200,3,2,1,2,0,0,0,B
3172,287000,384.7902387318703,53,2,2,1,1,0,0,1,B
3173,795000,956.0,74,3,1,0,2,0,0,1,B
3174,690000,800.0,100,3,2,1,1,0,0,0,B
3175,209622,280.0,38,1,2,1,1,0,0,1,B
3176,460000,745.0,42,1,1,0,1,1,1,1,B
3177,280000,490.0,45,2,1,0,1,0,0,1,B
3178,593600,770.0,115,3,1,0,1,0,0,0,B
3179,291500,270.0,46,2,1,0,1,0,0,1,B
3180,199000,200.0,35,1,1,0,1,0,0,1,B
3181,265000,553.0,36,1,1,0,1,1,0,0,B
3182,280000,250.0,31,1,1,0,1,1,0,0,B
3183,629000,600.0,125,3,1,0,1,1,0,0,B
3184,780000,800.0,100,3,2,1,2,0,0,0,B
3185,855000,990.0,121,3,3,1,1,0,0,0,B
3186,500000,486.1347147273529,48,2,1,0,1,1,0,0,B
3187,340000,250.0,64,2,1,0,0,0,0,0,B
3188,430000,540.0,53,2,1,0,1,0,0,0,B
3189,324900,372.09069936108096,45,1,2,1,1,0,1,1,B
3190,430000,450.0,45,1,1,0,1,0,0,0,B
3191,515000,568.2707863799014,65,2,2,1,1,1,0,1,B
3192,508800,600.0,57,2,2,1,1,0,0,0,B
3193,353500,100.0,59,3,1,0,1,0,0,1,B
3194,563000,617.5900045128095,70,2,2,1,1,1,0,1,B
3195,310000,500.0,55,3,2,1,1,0,0,1,B
3196,340000,376.4850674010559,44,2,1,0,1,0,0,0,B
3197,500530,440.0,55,3,2,1,1,0,0,1,B
3198,410000,350.0,45,2,1,0,0,0,0,0,B
3199,199000,220.0,42,2,1,0,1,1,0,0,C
3200,325000,520.0,62,3,2,1,1,0,0,1,C
3201,695000,700.0,95,3,2,1,2,0,0,1,C
3202,380000,473.0525273800786,61,2,2,1,1,0,0,0,C
3203,620000,685.0710939708949,78,3,2,1,1,0,0,0,C
3204,485000,480.0,66,2,2,1,2,0,0,0,C
3205,450000,500.0,62,3,1,0,1,0,0,0,C
3206,400000,380.0,55,2,2,1,1,1,0,1,C
3207,690000,550.0,83,2,2,1,2,0,0,1,C
3208,661000,400.0,95,3,2,1,2,0,0,1,C
3209,570000,450.0,65,2,2,1,2,0,1,1,C
3210,660500,400.0,95,3,2,1,2,0,0,1,C
3211,400000,445.0,65,2,2,1,1,0,0,1,C
3212,329000,450.0,62,3,2,1,1,0,0,1,C
3213,530000,1.0,65,2,2,1,2,0,0,1,C
3214,599000,400.0,75,3,2,1,1,0,1,1,C
3215,380000,511.9522419630184,70,3,1,0,1,0,0,0,C
3216,370000,300.0,51,2,1,0,1,0,1,1,C
3217,790000,450.0,130,3,2,1,1,0,0,0,C
3218,240000,330.0,30,1,2,1,1,0,0,1,B
3219,235000,320.0,30,1,1,0,0,0,0,1,B
3220,2550000,1700.0,348,3,2,1,1,0,0,0,B
3221,1000000,1554.0,220,3,2,1,1,0,0,0,B
3222,1180000,700.0,171,2,2,1,1,0,0,0,B
3223,419500,400.0,48,1,1,0,1,0,0,1,B
3224,349500,350.0,34,1,1,0,1,0,0,1,B
3225,290000,520.0,57,1,1,0,0,1,0,0,B
3226,520000,500.0,45,1,1,0,1,1,0,1,B
3227,449000,450.0,48,1,1,0,1,0,0,1,B
3228,336000,272.0,36,1,1,0,1,0,0,1,B
3229,210000,516.0,57,1,1,0,0,0,0,0,B
3230,1250000,840.0,180,3,2,1,1,1,0,0,B
3231,420000,300.0,48,1,1,0,0,0,0,1,B
3232,332100,250.0,30,1,1,0,0,0,0,1,B
3233,2400000,2900.0,395,3,2,1,1,0,0,0,B
3234,475000,851.0,93,3,1,0,0,1,0,0,B
3235,520000,450.0,78,2,2,1,1,0,0,0,B
3236,415000,500.0,48,2,1,0,0,0,0,0,B
3237,2000000,1100.0,177,3,2,1,1,1,1,0,B
3238,1690000,1700.0,310,3,2,1,1,0,0,0,B
3239,600000,604.0,94,2,1,0,0,0,0,0,B
3240,370000,320.0,65,1,1,0,0,0,0,0,B
3241,310000,359.0,47,1,1,0,0,0,0,0,B
3242,1020000,1605.0,300,4,3,2,2,0,0,0,B
3243,459700,370.0,39,1,2,1,0,0,0,1,B
3244,1150000,900.0,105,3,1,0,1,0,0,0,B
3245,950000,1650.0,167,3,2,1,1,0,0,0,B
3246,1180000,950.0,129,3,3,2,2,0,0,1,B
3247,640000,413.0,105,3,1,0,1,1,0,0,B
3248,330001,460.0,45,1,1,0,0,0,0,0,B
3249,42000,300.0,48,1,1,0,1,0,1,0,B
3250,450000,450.0,128,2,1,0,1,0,0,0,B
3251,265000,290.0,37,1,1,0,0,0,0,0,B
3252,300344,288.0,36,1,1,0,0,0,0,1,B
3253,900000,1554.0,192,3,2,1,1,0,0,0,B
3254,430000,440.0,64,1,2,0,0,0,0,0,B
3255,419900,300.0,48,1,1,0,0,0,0,1,B
3256,245000,291.3904581959452,37,1,1,0,1,0,0,0,B
3257,399000,458.0872394529058,55,1,1,0,1,0,0,1,B
3258,780000,1100.0,130,2,2,1,1,0,0,0,B
3259,401100,394.4666184340967,40,1,2,1,1,0,0,1,B
3260,385000,314.0,54,1,1,0,0,1,0,0,B
3261,550000,510.0,76,2,2,0,1,1,0,0,B
3262,265000,550.0,42,1,1,0,0,0,0,0,B
3263,190000,229.3860703131932,30,1,1,0,0,0,0,0,B
3264,490000,450.0,78,2,2,1,1,1,0,0,B
3265,1530000,2000.0,266,3,2,1,2,0,0,1,B
3266,344840,340.3792695981215,35,1,1,0,1,0,0,0,B
3267,417000,350.0,50,1,1,0,1,0,0,1,B
3268,1300000,1200.0,177,4,1,0,1,0,0,0,B
3269,2500000,1800.0,350,3,1,0,2,0,0,0,B
3270,317900,250.0,36,1,2,1,1,0,0,1,B
3271,2100000,1525.0,155,4,3,2,3,0,0,1,B
3272,695000,814.8090691346283,98,2,3,2,1,1,0,0,B
3273,350000,390.0,40,1,1,0,1,0,0,1,B
3274,1200000,1100.0,94,2,2,1,1,0,0,0,B
3275,510000,500.0,50,2,1,0,1,1,0,0,B
3276,425000,640.0,63,2,2,1,1,0,0,1,B
3277,355000,260.0,41,1,2,1,1,0,0,1,B
3278,360000,500.0,33,1,1,0,1,0,0,1,B
3279,630000,550.0,68,2,1,0,0,1,0,0,B
3280,375000,450.0,42,1,2,1,1,1,0,1,B
3281,400000,240.0,70,2,1,0,0,0,0,0,B
3282,680000,620.0,87,2,1,0,1,0,0,0,B
3283,550000,800.0,111,2,1,0,0,0,0,0,B
3284,500000,930.0,87,2,1,0,1,0,0,0,B
3285,750000,950.0,87,3,2,1,1,0,0,0,B
3286,630000,350.0,116,2,2,1,1,0,0,0,B
3287,585000,900.0,55,2,2,1,1,0,0,1,B
3288,495000,930.0,87,2,1,0,1,0,0,0,B
3289,400000,520.0,87,2,1,0,1,1,0,0,B
3290,460000,398.2116357667612,33,1,2,1,1,0,0,0,B
3291,1811498,1727.2895288552627,160,2,2,1,2,0,0,1,B
3292,350000,420.0,65,1,1,0,0,1,0,0,B
3293,1927626,2023.401156386758,213,2,3,2,2,0,0,1,B
3294,420000,430.0,58,1,1,0,0,0,0,0,B
3295,2100000,2434.0,255,3,2,1,2,0,0,0,B
3296,470000,550.0,59,2,2,1,1,0,0,1,B
3297,800000,800.0,100,3,2,1,1,0,0,0,B
3298,290000,313.04476667438325,36,1,1,0,0,0,0,1,B
3299,595000,650.0,59,2,2,1,1,1,0,1,B
3300,890000,1400.0,203,3,4,1,1,0,0,0,B
3301,469900,500.0,77,2,1,0,1,0,0,0,B
3302,550000,502.03091985265473,45,1,1,0,1,0,0,1,B
3303,1200000,1261.9219716611665,134,3,2,1,1,0,0,0,B
3304,530000,670.0,43,2,1,0,1,0,0,0,B
3305,1150000,1530.0,130,3,1,0,1,1,0,0,B
3306,1040000,1009.0,101,2,1,0,1,0,0,0,B
3307,331500,350.0,36,1,1,0,1,1,0,1,B
3308,640000,1000.0,100,3,1,0,1,0,0,0,B
3309,600000,425.0,48,2,1,0,1,1,0,0,B
3310,750000,1040.0,108,3,1,0,1,0,0,0,B
3311,324900,400.0,40,1,2,1,1,0,0,1,B
3312,350000,450.0,66,2,1,0,0,0,0,0,B
3313,285700,360.0,36,1,1,0,0,1,0,1,B
3314,1280000,1365.0,148,3,2,1,1,0,0,0,B
3315,189000,250.0,37,2,1,0,0,1,0,1,B
3316,250000,337.0,38,1,1,0,1,1,0,0,B
3317,269900,550.0,62,2,1,0,0,0,0,0,B
3318,270000,280.0,35,1,1,0,0,1,0,0,B
3319,280000,150.0,30,2,1,0,0,0,0,0,B
3320,350000,800.0,87,2,1,0,0,1,0,0,B
3321,280000,298.6278303253625,34,1,1,0,1,0,0,0,B
3322,354000,449.3995025021144,59,3,2,1,1,0,0,0,B
3323,305000,340.0,50,2,1,0,1,0,0,0,B
3324,700000,1085.0,70,2,1,0,1,1,0,0,B
3325,190000,440.0,45,1,1,0,0,0,0,0,B
3326,240000,440.0,45,1,1,0,0,0,0,0,B
3327,335000,600.0,105,3,1,0,0,0,0,0,B
3328,300000,490.0,38,1,1,0,0,0,0,0,B
3329,241000,405.0,48,1,1,0,0,1,0,0,B
3330,180000,352.0,42,1,1,0,0,0,0,0,B
3331,300000,340.0,51,2,2,1,1,0,0,1,B
3332,380000,399.5752887234146,44,1,1,0,1,0,0,0,B
3333,160000,381.0,42,1,1,0,1,0,0,0,B
3334,185000,326.0,38,1,1,0,1,0,0,0,B
3335,234000,300.0,32,1,2,1,1,0,0,0,C
3336,270000,306.0,75,1,1,0,0,0,0,0,B
3337,555000,612.9719602483378,70,2,2,0,1,0,0,0,B
3338,280000,390.0,58,1,1,0,0,0,0,0,B
3339,298900,360.0,52,2,1,0,1,0,0,1,B
3340,350000,569.0,50,2,1,0,1,0,1,0,B
3341,330000,424.0,37,1,1,0,1,1,0,0,B
3342,230000,290.0,54,2,2,0,0,0,0,0,B
3343,350000,100.0,76,1,2,0,1,1,0,0,B
3344,350000,560.0,50,2,1,0,1,0,0,0,B
3345,240000,266.8932279845727,32,1,1,0,1,0,0,0,C
3346,250000,380.0,80,2,1,0,0,0,0,0,B
3347,409990,597.0,80,2,2,1,1,0,0,0,B
3348,305000,340.0,50,2,1,0,1,0,0,1,B
3349,222600,318.0,50,2,1,0,1,1,0,0,B
3350,243800,320.0,43,1,1,0,1,1,0,0,B
3351,240000,513.0,45,1,1,0,0,0,0,0,B
3352,180000,250.0,48,1,1,0,0,1,0,0,B
3353,270000,306.0,70,1,1,0,0,0,0,0,B
3354,230000,300.0,60,1,1,0,0,0,0,0,B
3355,293000,210.0,54,2,2,0,0,1,0,0,B
3356,350000,380.0,67,1,1,0,0,1,0,0,B
3357,585000,647.578388276969,74,2,2,1,1,0,0,1,C
3358,305000,700.0,60,2,1,0,1,1,0,1,C
3359,325000,450.0,60,2,1,0,1,1,0,1,C
3360,560000,1065.0,90,3,2,1,2,0,0,1,C
3361,679900,940.0,93,3,2,1,2,0,1,1,C
3362,739500,940.0,93,3,2,1,2,0,1,1,C
3363,565000,550.0,64,2,2,1,1,0,0,1,C
3364,551190,524.0,67,2,2,1,1,0,1,1,C
3365,586000,751.8882160312007,98,3,3,2,1,0,0,1,C
3366,345000,500.0,52,2,1,0,1,0,0,1,C
3367,638000,580.0,65,2,2,1,2,1,1,1,C
3368,550000,420.0,63,2,2,1,2,0,0,1,C
3369,647000,687.6904218358405,75,2,2,1,2,0,0,1,C
3370,3490000,3200.0,505,4,5,4,4,0,0,1,C
3371,780000,820.6538843524852,88,3,2,1,2,0,0,1,C
3372,500000,900.0,90,3,2,1,1,0,0,0,C
3373,389900,444.1898330836382,53,2,2,1,1,0,0,0,C
3374,500000,559.6119533840169,65,2,2,1,1,0,0,1,C
3375,680000,728.3508069728641,80,3,3,2,2,0,0,0,C
3376,480000,580.0,65,2,2,1,2,0,0,1,C
3377,630000,900.0,94,3,2,1,2,0,0,1,C
3378,610000,580.0,65,2,2,1,2,1,1,1,C
3379,360000,600.0,82,3,2,1,2,1,0,0,C
3380,440000,360.0,47,2,1,0,1,0,0,1,C
3381,680000,614.0,90,3,2,1,2,0,0,1,C
3382,645000,550.0,65,2,1,0,1,0,0,1,C
3383,425000,600.0,82,3,2,1,2,0,1,0,C
3384,630000,580.0,65,2,2,1,2,1,1,1,C
3385,530000,550.0,74,2,2,1,1,0,0,0,C
3386,334999,420.0,49,2,1,0,1,0,0,1,C
3387,1325000,1000.0,134,3,4,3,2,1,0,1,C
3388,550000,1000.0,95,3,2,1,1,0,0,1,C
3389,387500,550.0,53,2,2,1,1,0,0,1,C
3390,728000,820.0,93,3,2,1,1,0,0,0,C
3391,360000,588.0,78,3,2,1,1,0,0,0,C
3392,1430000,850.0,132,3,4,3,2,0,0,1,C
3393,680000,950.0,88,3,2,1,1,0,0,0,C
3394,550000,950.0,98,3,2,1,1,0,0,1,C
3395,540000,600.0,64,3,2,1,2,0,1,1,C
3396,169100,303.7652398565714,50,2,1,0,1,1,0,0,C
3397,600000,500.0,65,2,2,1,1,1,0,1,C
3398,540000,900.0,96,3,3,1,1,0,0,1,C
3399,240000,50.0,45,2,1,0,0,0,0,0,C
3400,370000,515.0,68,2,1,0,1,0,0,1,C
3401,520000,500.0,65,2,2,1,1,0,0,1,C
