,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
28,1.5473471641540528,0.002220932601269654,0.03161044120788574,0.0010662310705240278,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-76578567066.1515,-64965971744.06281,-53787604263.79107,-50701329362.022644,-40095888485.35853,-57225872184.27732,12508106389.410143,13
29,2.3224578380584715,0.005034761316933664,0.04593548774719238,0.0004927471153359432,10,1,2,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-76340681433.84006,-64587402939.8744,-53977526412.51623,-50731004013.279175,-40547901404.16882,-57236903240.73574,12251181424.217451,15
30,0.7483108043670654,0.0010257233015452281,0.016607379913330077,0.00037113711597232507,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-75506175788.77663,-67172755963.77113,-56517789292.47529,-52116426511.62246,-40123652610.614075,-58287360033.45192,12219410340.396671,106
31,1.494241762161255,0.0042513451500263595,0.03041677474975586,0.00035086902898763425,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-75211261058.58089,-66381850347.82917,-55014811245.45388,-51802364550.82368,-40062029609.27413,-57694463362.39235,12125254455.846586,49
32,2.2854545593261717,0.03314915114229858,0.04484086036682129,0.00034017441885444033,10,1,5,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-75071542224.35695,-65880085157.10869,-55320367204.955795,-51553559358.89661,-40052541131.02096,-57575619015.2678,12028974258.925953,45
33,0.7408500671386719,0.013323458342056378,0.016508722305297853,0.0002747254819060908,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-70424703224.59312,-69073843004.9136,-56401488770.76361,-53310931205.549805,-40544663106.16205,-57951125862.39644,11011109808.702465,63
34,1.4399704456329345,0.0036299871645715273,0.029684066772460938,0.0006737642902068505,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-69800686327.52235,-68184443821.68986,-55719040950.443634,-53020891110.71906,-40878668795.36115,-57520746201.14722,10629816127.05662,44
35,2.33612699508667,0.1241920293206822,0.049908924102783206,0.0074369605297083755,10,1,10,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-69696884052.78105,-67466087120.808556,-56117653051.40678,-53039664804.9553,-40955884347.10434,-57455234675.41121,10426793268.305744,40
36,0.8853932380676269,0.052463519227492025,0.022777080535888672,0.005767788862091931,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-74439467079.19101,-65668913403.2308,-54608833049.75428,-52905106987.99423,-42161657036.3594,-57956795511.30595,11111885829.299805,65
37,1.737231731414795,0.09729288985136757,0.037915706634521484,0.004957364014644956,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-74113141349.59604,-64820390407.3325,-54079054881.35157,-51933348067.81529,-41838442752.38627,-57356875491.696335,11112668561.171253,32
38,2.4125389575958254,0.0858434691768691,0.04664254188537598,0.0023899140590029596,10,2,2,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-73224430468.23656,-64276412415.80757,-54758064774.20266,-51564830840.43271,-42083412436.7201,-57181430187.07992,10705939089.892311,7
39,0.7690529823303223,0.021717345611805904,0.01638636589050293,0.0006159087896579765,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-72857613364.46379,-66085075093.456085,-54683658922.57174,-53188910826.528885,-41859584144.83498,-57734968470.37109,10774262171.961672,50
40,1.619648265838623,0.022307614421361623,0.035910749435424806,0.0058582170238295535,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-72960145314.12987,-65314792758.42512,-54135816325.82901,-51907248222.55883,-41305037315.785385,-57124607987.34564,10993233407.474398,2
41,2.310931444168091,0.034656276777115254,0.04543681144714355,0.0011078960935658514,10,2,5,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",-72066539995.00873,-64779119187.802765,-55076469793.25942,-51412903551.95457,-41565948334.603096,-56980196172.52572,10589040823.299076,1
42,0.7448079586029053,0.011929551894977996,0.016610050201416017,0.000584482640459346,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-70062025717.20107,-69380854551.287,-54928226779.65128,-54011739559.06077,-41662477445.81459,-58009064810.60294,10651502796.662477,67
